Category,Value,Timestamp
Category 3,81,2026-09-25
Category 4,78,2026-09-26
Category 0,50,2026-09-27
Category 1,70,2026-09-28
Category 2,52,2026-09-29
Category 3,32,2026-09-30
Category 4,24,2026-10-01
Category 0,44,2026-10-02
Category 1,62,2026-10-03
Category 2,48,2026-10-04
Category 3,57,2026-10-05
Category 4,43,2026-10-06
Category 0,48,2026-10-07
Category 1,24,2026-10-08
Category 2,45,2026-10-09
Category 3,35,2026-10-10
Category 4,13,2026-10-11
Category 0,40,2026-10-12
Category 1,76,2026-10-13
Category 2,45,2026-10-14
Category 3,40,2026-10-15
Category 4,69,2026-10-16
Category 0,88,2026-10-17
Category 1,59,2026-10-18
Category 2,14,2026-10-19
Category 3,86,2026-10-20
Category 4,76,2026-10-21
Category 0,48,2026-10-22
Category 1,73,2026-10-23
Category 2,15,2026-10-24
Category 3,41,2026-10-25
Category 4,20,2026-10-26
Category 0,38,2026-10-27
Category 1,67,2026-10-28
Category 2,81,2026-10-29
Category 3,75,2026-10-30
Category 4,85,2026-10-31
Category 0,28,2026-11-01
Category 1,22,2026-11-02
Category 2,67,2026-11-03
Category 3,44,2026-11-04
Category 4,22,2026-11-05
Category 0,82,2026-11-06
Category 1,79,2026-11-07
Category 2,82,2026-11-08
Category 3,89,2026-11-09
Category 4,65,2026-11-10
Category 0,95,2026-11-11
Category 1,61,2026-11-12
Category 2,34,2026-11-13
Category 3,85,2026-11-14
Category 4,87,2026-11-15
Category 0,41,2026-11-16
Category 1,58,2026-11-17
Category 2,100,2026-11-18
Category 3,66,2026-11-19
Category 4,21,2026-11-20
Category 0,70,2026-11-21
Category 1,56,2026-11-22
Category 2,63,2026-11-23
Category 3,35,2026-11-24
Category 4,63,2026-11-25
Category 0,10,2026-11-26
Category 1,13,2026-11-27
Category 2,62,2026-11-28
Category 3,70,2026-11-29
Category 4,12,2026-11-30
Category 0,20,2026-12-01
Category 1,34,2026-12-02
Category 2,96,2026-12-03
Category 3,27,2026-12-04
Category 4,40,2026-12-05
Category 0,58,2026-12-06
Category 1,71,2026-12-07
Category 2,45,2026-12-08
Category 3,92,2026-12-09
Category 4,85,2026-12-10
Category 0,58,2026-12-11
Category 1,91,2026-12-12
Category 2,72,2026-12-13
Category 3,85,2026-12-14
Category 4,73,2026-12-15
Category 0,27,2026-12-16
Category 1,44,2026-12-17
Category 2,41,2026-12-18
Category 3,83,2026-12-19
Category 4,79,2026-12-20
Category 0,42,2026-12-21
Category 1,37,2026-12-22
Category 2,85,2026-12-23
Category 3,83,2026-12-24
Category 4,18,2026-12-25
Category 0,23,2026-12-26
Category 1,14,2026-12-27
Category 2,74,2026-12-28
Category 3,37,2026-12-29
Category 4,88,2026-12-30
Category 0,48,2026-12-31
Category 1,31,2027-01-01
Category 2,38,2027-01-02
Category 3,37,2027-01-03
Category 4,26,2027-01-04
Category 0,69,2027-01-05
Category 1,99,2027-01-06
Category 2,72,2027-01-07
Category 3,72,2027-01-08
Category 4,91,2027-01-09
Category 0,56,2027-01-10
Category 1,64,2027-01-11
Category 2,25,2027-01-12
Category 3,32,2027-01-13
Category 4,29,2027-01-14
Category 0,96,2027-01-15
Category 1,77,2027-01-16
Category 2,87,2027-01-17
Category 3,94,2027-01-18
Category 4,40,2027-01-19
Category 0,80,2027-01-20
Category 1,72,2027-01-21
Category 2,73,2027-01-22
Category 3,61,2027-01-23
Category 4,60,2027-01-24
Category 0,68,2027-01-25
Category 1,27,2027-01-26
Category 2,88,2027-01-27
Category 3,20,2027-01-28
Category 4,100,2027-01-29
Category 0,57,2027-01-30
Category 1,11,2027-01-31
Category 2,12,2027-02-01
Category 3,76,2027-02-02
Category 4,94,2027-02-03
Category 0,23,2027-02-04
Category 1,21,2027-02-05
Category 2,10,2027-02-06
Category 3,49,2027-02-07
Category 4,74,2027-02-08
Category 0,95,2027-02-09
Category 1,70,2027-02-10
Category 2,31,2027-02-11
Category 3,22,2027-02-12
Category 4,51,2027-02-13
Category 0,13,2027-02-14
Category 1,77,2027-02-15
Category 2,31,2027-02-16
Category 3,85,2027-02-17
Category 4,17,2027-02-18
Category 0,45,2027-02-19
Category 1,96,2027-02-20
Category 2,65,2027-02-21
Category 3,29,2027-02-22
Category 4,24,2027-02-23
Category 0,82,2027-02-24
Category 1,50,2027-02-25
Category 2,15,2027-02-26
Category 3,39,2027-02-27
Category 4,55,2027-02-28
Category 0,80,2027-03-01
Category 1,10,2027-03-02
Category 2,33,2027-03-03
Category 3,62,2027-03-04
Category 4,65,2027-03-05
Category 0,88,2027-03-06
Category 1,53,2027-03-07
Category 2,28,2027-03-08
Category 3,24,2027-03-09
Category 4,66,2027-03-10
Category 0,80,2027-03-11
Category 1,76,2027-03-12
Category 2,57,2027-03-13
Category 3,13,2027-03-14
Category 4,71,2027-03-15
Category 0,90,2027-03-16
Category 1,73,2027-03-17
Category 2,27,2027-03-18
Category 3,51,2027-03-19
Category 4,70,2027-03-20
Category 0,67,2027-03-21
Category 1,39,2027-03-22
Category 2,84,2027-03-23
Category 3,15,2027-03-24
Category 4,73,2027-03-25
Category 0,52,2027-03-26
Category 1,61,2027-03-27
Category 2,59,2027-03-28
Category 3,24,2027-03-29
Category 4,27,2027-03-30
Category 0,64,2027-03-31
Category 1,56,2027-04-01
Category 2,35,2027-04-02
Category 3,21,2027-04-03
Category 4,10,2027-04-04
Category 0,12,2027-04-05
Category 1,22,2027-04-06
Category 2,70,2027-04-07
Category 3,88,2027-04-08
Category 4,60,2027-04-09
Category 0,26,2027-04-10
Category 1,49,2027-04-11
Category 2,62,2027-04-12
Category 3,45,2027-04-13
Category 4,45,2027-04-14
Category 0,25,2027-04-15
Category 1,85,2027-04-16
Category 2,56,2027-04-17
Category 3,73,2027-04-18
Category 4,10,2027-04-19
Category 0,99,2027-04-20
Category 1,33,2027-04-21
Category 2,30,2027-04-22
Category 3,73,2027-04-23
Category 4,24,2027-04-24
Category 0,45,2027-04-25
Category 1,29,2027-04-26
Category 2,93,2027-04-27
Category 3,97,2027-04-28
Category 4,49,2027-04-29
Category 0,78,2027-04-30
Category 1,53,2027-05-01
Category 2,95,2027-05-02
Category 3,57,2027-05-03
Category 4,96,2027-05-04
Category 0,97,2027-05-05
Category 1,29,2027-05-06
Category 2,61,2027-05-07
Category 3,21,2027-05-08
Category 4,65,2027-05-09
Category 0,98,2027-05-10
Category 1,15,2027-05-11
Category 2,100,2027-05-12
Category 3,13,2027-05-13
Category 4,80,2027-05-14
Category 0,19,2027-05-15
Category 1,25,2027-05-16
Category 2,13,2027-05-17
Category 3,53,2027-05-18
Category 4,43,2027-05-19
Category 0,96,2027-05-20
Category 1,23,2027-05-21
Category 2,12,2027-05-22
Category 3,98,2027-05-23
Category 4,53,2027-05-24
Category 0,82,2027-05-25
Category 1,87,2027-05-26
Category 2,15,2027-05-27
Category 3,10,2027-05-28
Category 4,43,2027-05-29
Category 0,80,2027-05-30
Category 1,62,2027-05-31
Category 2,45,2027-06-01
Category 3,66,2027-06-02
Category 4,45,2027-06-03
Category 0,85,2027-06-04
Category 1,93,2027-06-05
Category 2,33,2027-06-06
Category 3,88,2027-06-07
Category 4,14,2027-06-08
Category 0,70,2027-06-09
Category 1,18,2027-06-10
Category 2,62,2027-06-11
Category 3,46,2027-06-12
Category 4,32,2027-06-13
Category 0,91,2027-06-14
Category 1,72,2027-06-15
Category 2,42,2027-06-16
Category 3,37,2027-06-17
Category 4,81,2027-06-18
Category 0,49,2027-06-19
Category 1,34,2027-06-20
Category 2,50,2027-06-21
Category 3,60,2027-06-22
Category 4,31,2027-06-23
Category 0,61,2027-06-24
Category 1,33,2027-06-25
Category 2,86,2027-06-26
Category 3,46,2027-06-27
Category 4,15,2027-06-28
Category 0,52,2027-06-29
Category 1,97,2027-06-30
Category 2,15,2027-07-01
Category 3,57,2027-07-02
Category 4,52,2027-07-03
Category 0,25,2027-07-04
Category 1,47,2027-07-05
Category 2,35,2027-07-06
Category 3,62,2027-07-07
Category 4,73,2027-07-08
Category 0,13,2027-07-09
Category 1,79,2027-07-10
Category 2,65,2027-07-11
Category 3,71,2027-07-12
Category 4,21,2027-07-13
Category 0,75,2027-07-14
Category 1,69,2027-07-15
Category 2,73,2027-07-16
Category 3,33,2027-07-17
Category 4,87,2027-07-18
Category 0,19,2027-07-19
Category 1,16,2027-07-20
Category 2,23,2027-07-21
Category 3,75,2027-07-22
Category 4,17,2027-07-23
Category 0,13,2027-07-24
Category 1,55,2027-07-25
Category 2,49,2027-07-26
Category 3,89,2027-07-27
Category 4,29,2027-07-28
Category 0,26,2027-07-29
Category 1,71,2027-07-30
Category 2,42,2027-07-31
Category 3,78,2027-08-01
Category 4,88,2027-08-02
Category 0,13,2027-08-03
Category 1,51,2027-08-04
Category 2,31,2027-08-05
Category 3,49,2027-08-06
Category 4,12,2027-08-07
Category 0,60,2027-08-08
Category 1,22,2027-08-09
Category 2,21,2027-08-10
Category 3,74,2027-08-11
Category 4,59,2027-08-12
Category 0,14,2027-08-13
Category 1,55,2027-08-14
Category 2,62,2027-08-15
Category 3,78,2027-08-16
Category 4,13,2027-08-17
Category 0,63,2027-08-18
Category 1,13,2027-08-19
Category 2,67,2027-08-20
Category 3,86,2027-08-21
Category 4,72,2027-08-22
Category 0,74,2027-08-23
Category 1,22,2027-08-24
Category 2,89,2027-08-25
Category 3,85,2027-08-26
Category 4,35,2027-08-27
Category 0,51,2027-08-28
Category 1,97,2027-08-29
Category 2,55,2027-08-30
Category 3,29,2027-08-31
Category 4,77,2027-09-01
Category 0,31,2027-09-02
Category 1,91,2027-09-03
Category 2,81,2027-09-04
Category 3,84,2027-09-05
Category 4,69,2027-09-06
Category 0,43,2027-09-07
Category 1,55,2027-09-08
Category 2,30,2027-09-09
Category 3,50,2027-09-10
Category 4,57,2027-09-11
Category 0,38,2027-09-12
Category 1,53,2027-09-13
Category 2,16,2027-09-14
Category 3,40,2027-09-15
Category 4,70,2027-09-16
Category 0,95,2027-09-17
Category 1,55,2027-09-18
Category 2,31,2027-09-19
Category 3,85,2027-09-20
Category 4,23,2027-09-21
Category 0,71,2027-09-22
Category 1,29,2027-09-23
Category 2,52,2027-09-24
Category 3,26,2027-09-25
Category 4,22,2027-09-26
Category 0,52,2027-09-27
Category 1,13,2027-09-28
Category 2,87,2027-09-29
Category 3,63,2027-09-30
Category 4,38,2027-10-01
Category 0,73,2027-10-02
Category 1,28,2027-10-03
Category 2,66,2027-10-04
Category 3,15,2027-10-05
Category 4,72,2027-10-06
Category 0,80,2027-10-07
Category 1,31,2027-10-08
Category 2,31,2027-10-09
Category 3,35,2027-10-10
Category 4,13,2027-10-11
Category 0,85,2027-10-12
Category 1,53,2027-10-13
Category 2,51,2027-10-14
Category 3,88,2027-10-15
Category 4,46,2027-10-16
Category 0,50,2027-10-17
Category 1,54,2027-10-18
Category 2,62,2027-10-19
Category 3,41,2027-10-20
Category 4,15,2027-10-21
Category 0,28,2027-10-22
Category 1,73,2027-10-23
Category 2,78,2027-10-24
Category 3,64,2027-10-25
Category 4,25,2027-10-26
Category 0,92,2027-10-27
Category 1,92,2027-10-28
Category 2,30,2027-10-29
Category 3,74,2027-10-30
Category 4,14,2027-10-31
Category 0,10,2027-11-01
Category 1,80,2027-11-02
Category 2,40,2027-11-03
Category 3,84,2027-11-04
Category 4,13,2027-11-05
Category 0,71,2027-11-06
Category 1,92,2027-11-07
Category 2,39,2027-11-08
Category 3,83,2027-11-09
Category 4,67,2027-11-10
Category 0,89,2027-11-11
Category 1,71,2027-11-12
Category 2,84,2027-11-13
Category 3,22,2027-11-14
Category 4,62,2027-11-15
Category 0,66,2027-11-16
Category 1,55,2027-11-17
Category 2,67,2027-11-18
Category 3,24,2027-11-19
Category 4,83,2027-11-20
Category 0,95,2027-11-21
Category 1,96,2027-11-22
Category 2,85,2027-11-23
Category 3,47,2027-11-24
Category 4,22,2027-11-25
Category 0,64,2027-11-26
Category 1,14,2027-11-27
Category 2,36,2027-11-28
Category 3,40,2027-11-29
Category 4,79,2027-11-30
Category 0,51,2027-12-01
Category 1,56,2027-12-02
Category 2,53,2027-12-03
Category 3,21,2027-12-04
Category 4,10,2027-12-05
Category 0,33,2027-12-06
Category 1,81,2027-12-07
Category 2,90,2027-12-08
Category 3,50,2027-12-09
Category 4,66,2027-12-10
Category 0,84,2027-12-11
Category 1,94,2027-12-12
Category 2,13,2027-12-13
Category 3,90,2027-12-14
Category 4,81,2027-12-15
Category 0,98,2027-12-16
Category 1,22,2027-12-17
Category 2,84,2027-12-18
Category 3,95,2027-12-19
Category 4,67,2027-12-20
Category 0,32,2027-12-21
Category 1,15,2027-12-22
Category 2,18,2027-12-23
Category 3,15,2027-12-24
Category 4,75,2027-12-25
Category 0,54,2027-12-26
Category 1,48,2027-12-27
Category 2,16,2027-12-28
Category 3,90,2027-12-29
Category 4,100,2027-12-30
Category 0,17,2027-12-31
Category 1,88,2028-01-01
Category 2,23,2028-01-02
Category 3,19,2028-01-03
Category 4,84,2028-01-04
Category 0,77,2028-01-05
Category 1,25,2028-01-06
Category 2,11,2028-01-07
Category 3,58,2028-01-08
Category 4,17,2028-01-09
Category 0,14,2028-01-10
Category 1,26,2028-01-11
Category 2,60,2028-01-12
Category 3,34,2028-01-13
Category 4,90,2028-01-14
Category 0,81,2028-01-15
Category 1,83,2028-01-16
Category 2,56,2028-01-17
Category 3,83,2028-01-18
Category 4,71,2028-01-19
Category 0,69,2028-01-20
Category 1,50,2028-01-21
Category 2,78,2028-01-22
Category 3,53,2028-01-23
Category 4,22,2028-01-24
Category 0,12,2028-01-25
Category 1,81,2028-01-26
Category 2,95,2028-01-27
Category 3,32,2028-01-28
Category 4,36,2028-01-29
Category 0,90,2028-01-30
Category 1,22,2028-01-31
Category 2,16,2028-02-01
Category 3,95,2028-02-02
Category 4,52,2028-02-03
Category 0,14,2028-02-04
Category 1,93,2028-02-05
Category 2,60,2028-02-06
Category 3,74,2028-02-07
Category 4,93,2028-02-08
Category 0,38,2028-02-09
Category 1,21,2028-02-10
Category 2,14,2028-02-11
Category 3,62,2028-02-12
Category 4,23,2028-02-13
Category 0,11,2028-02-14
Category 1,66,2028-02-15
Category 2,67,2028-02-16
Category 3,67,2028-02-17
Category 4,39,2028-02-18
Category 0,22,2028-02-19
Category 1,30,2028-02-20
Category 2,25,2028-02-21
Category 3,22,2028-02-22
Category 4,81,2028-02-23
Category 0,53,2028-02-24
Category 1,21,2028-02-25
Category 2,50,2028-02-26
Category 3,16,2028-02-27
Category 4,64,2028-02-28
Category 0,41,2028-02-29
Category 1,83,2028-03-01
Category 2,91,2028-03-02
Category 3,97,2028-03-03
Category 4,57,2028-03-04
Category 0,20,2028-03-05
Category 1,52,2028-03-06
Category 2,50,2028-03-07
Category 3,96,2028-03-08
Category 4,10,2028-03-09
Category 0,94,2028-03-10
Category 1,71,2028-03-11
Category 2,39,2028-03-12
Category 3,23,2028-03-13
Category 4,59,2028-03-14
Category 0,62,2028-03-15
Category 1,78,2028-03-16
Category 2,14,2028-03-17
Category 3,60,2028-03-18
Category 4,18,2028-03-19
Category 0,32,2028-03-20
Category 1,10,2028-03-21
Category 2,39,2028-03-22
Category 3,62,2028-03-23
Category 4,59,2028-03-24
Category 0,94,2028-03-25
Category 1,46,2028-03-26
Category 2,77,2028-03-27
Category 3,34,2028-03-28
Category 4,71,2028-03-29
Category 0,53,2028-03-30
Category 1,99,2028-03-31
Category 2,22,2028-04-01
Category 3,57,2028-04-02
Category 4,29,2028-04-03
Category 0,18,2028-04-04
Category 1,32,2028-04-05
Category 2,25,2028-04-06
Category 3,82,2028-04-07
Category 4,97,2028-04-08
Category 0,10,2028-04-09
Category 1,80,2028-04-10
Category 2,80,2028-04-11
Category 3,23,2028-04-12
Category 4,36,2028-04-13
Category 0,50,2028-04-14
Category 1,40,2028-04-15
Category 2,76,2028-04-16
Category 3,58,2028-04-17
Category 4,52,2028-04-18
Category 0,39,2028-04-19
Category 1,60,2028-04-20
Category 2,20,2028-04-21
Category 3,76,2028-04-22
Category 4,26,2028-04-23
Category 0,64,2028-04-24
Category 1,30,2028-04-25
Category 2,98,2028-04-26
Category 3,78,2028-04-27
Category 4,18,2028-04-28
Category 0,47,2028-04-29
Category 1,51,2028-04-30
Category 2,19,2028-05-01
Category 3,76,2028-05-02
Category 4,94,2028-05-03
Category 0,22,2028-05-04
Category 1,72,2028-05-05
Category 2,37,2028-05-06
Category 3,43,2028-05-07
Category 4,10,2028-05-08
Category 0,17,2028-05-09
Category 1,81,2028-05-10
Category 2,76,2028-05-11
Category 3,98,2028-05-12
Category 4,62,2028-05-13
Category 0,91,2028-05-14
Category 1,85,2028-05-15
Category 2,92,2028-05-16
Category 3,10,2028-05-17
Category 4,93,2028-05-18
Category 0,62,2028-05-19
Category 1,18,2028-05-20
Category 2,38,2028-05-21
Category 3,75,2028-05-22
Category 4,44,2028-05-23
Category 0,67,2028-05-24
Category 1,10,2028-05-25
Category 2,69,2028-05-26
Category 3,37,2028-05-27
Category 4,16,2028-05-28
Category 0,49,2028-05-29
Category 1,55,2028-05-30
Category 2,39,2028-05-31
Category 3,24,2028-06-01
Category 4,49,2028-06-02
Category 0,89,2028-06-03
Category 1,73,2028-06-04
Category 2,82,2028-06-05
Category 3,14,2028-06-06
Category 4,75,2028-06-07
Category 0,74,2028-06-08
Category 1,73,2028-06-09
Category 2,41,2028-06-10
Category 3,94,2028-06-11
Category 4,40,2028-06-12
Category 0,100,2028-06-13
Category 1,51,2028-06-14
Category 2,84,2028-06-15
Category 3,66,2028-06-16
Category 4,55,2028-06-17
Category 0,71,2028-06-18
Category 1,89,2028-06-19
Category 2,20,2028-06-20
Category 3,93,2028-06-21
Category 4,13,2028-06-22
Category 0,34,2028-06-23
Category 1,58,2028-06-24
Category 2,81,2028-06-25
Category 3,19,2028-06-26
Category 4,22,2028-06-27
Category 0,30,2028-06-28
Category 1,69,2028-06-29
Category 2,48,2028-06-30
Category 3,87,2028-07-01
Category 4,93,2028-07-02
Category 0,54,2028-07-03
Category 1,92,2028-07-04
Category 2,42,2028-07-05
Category 3,40,2028-07-06
Category 4,25,2028-07-07
Category 0,85,2028-07-08
Category 1,87,2028-07-09
Category 2,87,2028-07-10
Category 3,92,2028-07-11
Category 4,45,2028-07-12
Category 0,31,2028-07-13
Category 1,82,2028-07-14
Category 2,10,2028-07-15
Category 3,97,2028-07-16
Category 4,34,2028-07-17
Category 0,99,2028-07-18
Category 1,65,2028-07-19
Category 2,94,2028-07-20
Category 3,37,2028-07-21
Category 4,60,2028-07-22
Category 0,38,2028-07-23
Category 1,56,2028-07-24
Category 2,57,2028-07-25
Category 3,34,2028-07-26
Category 4,37,2028-07-27
Category 0,32,2028-07-28
Category 1,52,2028-07-29
Category 2,78,2028-07-30
Category 3,81,2028-07-31
Category 4,44,2028-08-01
Category 0,75,2028-08-02
Category 1,90,2028-08-03
Category 2,77,2028-08-04
Category 3,11,2028-08-05
Category 4,56,2028-08-06
Category 0,22,2028-08-07
Category 1,90,2028-08-08
Category 2,14,2028-08-09
Category 3,20,2028-08-10
Category 4,96,2028-08-11
Category 0,25,2028-08-12
Category 1,18,2028-08-13
Category 2,21,2028-08-14
Category 3,90,2028-08-15
Category 4,61,2028-08-16
Category 0,56,2028-08-17
Category 1,88,2028-08-18
Category 2,40,2028-08-19
Category 3,99,2028-08-20
Category 4,17,2028-08-21
Category 0,82,2028-08-22
Category 1,98,2028-08-23
Category 2,81,2028-08-24
Category 3,43,2028-08-25
Category 4,72,2028-08-26
Category 0,22,2028-08-27
Category 1,29,2028-08-28
Category 2,73,2028-08-29
Category 3,60,2028-08-30
Category 4,95,2028-08-31
Category 0,19,2028-09-01
Category 1,100,2028-09-02
Category 2,96,2028-09-03
Category 3,62,2028-09-04
Category 4,62,2028-09-05
Category 0,85,2028-09-06
Category 1,93,2028-09-07
Category 2,67,2028-09-08
Category 3,76,2028-09-09
Category 4,33,2028-09-10
Category 0,71,2028-09-11
Category 1,29,2028-09-12
Category 2,69,2028-09-13
Category 3,19,2028-09-14
Category 4,85,2028-09-15
Category 0,74,2028-09-16
Category 1,51,2028-09-17
Category 2,39,2028-09-18
Category 3,29,2028-09-19
Category 4,38,2028-09-20
Category 0,18,2028-09-21
Category 1,46,2028-09-22
Category 2,61,2028-09-23
Category 3,40,2028-09-24
Category 4,11,2028-09-25
Category 0,52,2028-09-26
Category 1,41,2028-09-27
Category 2,100,2028-09-28
Category 3,15,2028-09-29
Category 4,25,2028-09-30
Category 0,82,2028-10-01
Category 1,80,2028-10-02
Category 2,50,2028-10-03
Category 3,27,2028-10-04
Category 4,67,2028-10-05
Category 0,43,2028-10-06
Category 1,13,2028-10-07
Category 2,88,2028-10-08
Category 3,64,2028-10-09
Category 4,31,2028-10-10
Category 0,59,2028-10-11
Category 1,47,2028-10-12
Category 2,100,2028-10-13
Category 3,22,2028-10-14
Category 4,12,2028-10-15
Category 0,33,2028-10-16
Category 1,77,2028-10-17
Category 2,16,2028-10-18
Category 3,13,2028-10-19
Category 4,38,2028-10-20
Category 0,82,2028-10-21
Category 1,23,2028-10-22
Category 2,92,2028-10-23
Category 3,42,2028-10-24
Category 4,19,2028-10-25
Category 0,88,2028-10-26
Category 1,67,2028-10-27
Category 2,37,2028-10-28
Category 3,78,2028-10-29
Category 4,78,2028-10-30
Category 0,89,2028-10-31
Category 1,53,2028-11-01
Category 2,58,2028-11-02
Category 3,85,2028-11-03
Category 4,95,2028-11-04
Category 0,45,2028-11-05
Category 1,55,2028-11-06
Category 2,35,2028-11-07
Category 3,64,2028-11-08
Category 4,56,2028-11-09
Category 0,13,2028-11-10
Category 1,80,2028-11-11
Category 2,48,2028-11-12
Category 3,16,2028-11-13
Category 4,33,2028-11-14
Category 0,16,2028-11-15
Category 1,76,2028-11-16
Category 2,100,2028-11-17
Category 3,45,2028-11-18
Category 4,95,2028-11-19
Category 0,86,2028-11-20
Category 1,89,2028-11-21
Category 2,86,2028-11-22
Category 3,31,2028-11-23
Category 4,92,2028-11-24
Category 0,34,2028-11-25
Category 1,77,2028-11-26
Category 2,61,2028-11-27
Category 3,34,2028-11-28
Category 4,67,2028-11-29
Category 0,96,2028-11-30
Category 1,83,2028-12-01
Category 2,19,2028-12-02
Category 3,86,2028-12-03
